X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30
2.50427249531681,-5.5444653923991,-4.64369361725403,-5.32381100194407,-7.54524623610692,8.35055810927238,2.54218773479379,6.66331725470221,-7.7817814938767,-1.17599182954547,5.43587938004488,4.66552997416507,0.860118803388814,6.61458393802106,-1.34781286973081,-6.00128525900657,-4.90937895918914,0.933636312248817,-6.42041911574955,-8.22717967678994,-5.69520506368719,-2.11033638419612,-8.25559977490016,9.07613576212761,2.78912258990705,-8.54097017534593,5.7668661429604,-0.77836248641579,1.84894824940893,-5.78866135137431
-1.29543747602616,-0.456405789702373,-9.83349287557452,8.30746839139593,6.5150243767549,-9.27571233719123,3.44270745182858,-3.69758485399518,-7.10766773711067,6.93605371401714,1.61892578793301,-1.58262751334597,9.83293741226205,-4.22917062944008,-2.79330123228945,-3.24165486498491,0.111079951505214,-9.02376541910627,10.2930963941674,3.3903087674664,3.37781018770518,7.85163581825056,-7.39617860973654,-9.49778642648338,-2.41588034370249,-3.1899579430549,2.11239700789529,-6.09111399820753,0.13835340519635,-4.47378841240104
-5.67062357501572,3.14423038206715,2.5258452053148,3.50892155167297,2.46437555149552,-0.865764093756749,10.0939157268023,2.75707960698071,-5.0176616382516,4.50427041515112,7.59099748351614,0.767426900721327,9.01405110082194,-8.64016464863398,0.567142878518846,0.322962840909054,-7.37754171928103,-4.63613627305347,-7.48673560882871,3.93928015589591,-6.60025033544043,4.3612656110775,-4.38871411500818,-6.85992033632553,10.7272143825291,4.66222223002168,-4.06188506499574,-7.34355864043957,-5.00595195296493,7.03203828141607
-5.72122574124845,2.84035391965012,5.24765518496201,2.08170623553811,4.33344203451893,1.29696302735578,8.01596428122101,2.77749394236486,-2.60107057343049,5.65076903445591,6.6603108206213,2.85962040984914,6.69675177511602,-9.39085427164211,1.23048714519076,0.468610232921939,-9.85043936545362,-5.10250739005879,-7.03174741917389,2.80259985599004,-5.69738534595819,6.17373726592849,-5.02272113565981,-7.32916239873614,9.15333795513433,6.9198857153254,-2.75719348790628,-5.74876152602061,-5.9733678445173,6.30169721115321
5.30017645360186,6.56782236735133,-2.79269422087096,4.42622742417257,-7.81174908042869,-5.51375491318945,9.30365606794484,-3.29639563902525,5.77180316670081,-5.63719632724239,-5.269782104408,6.2529992169529,1.64987838783993,-0.764882688142275,9.42675454928896,-8.23280673722586,-4.46051671785405,-5.86669935586232,8.25985527680887,-4.52324152311481,-3.27858648051171,1.21466766777823,3.01891674055165,-1.04183197583888,-6.9222845436738,-2.93936025955552,-7.98883614841815,-0.820508752085437,-0.50299055358937,4.3875604849527
-7.26580532116077,2.7794460150175,-2.10141121900682,-8.73305631431297,3.83876805957173,4.66552790000749,10.2162741608853,-8.6179207332443,-1.62279325103356,6.74220887882905,3.54775344500085,-6.77032237596168,-2.30606878184434,9.69648011294717,6.74183567603572,-8.00133174324682,-8.86337744723203,5.79883695977267,-4.33909970001154,-2.30635025483321,8.17504596626239,2.30602507204,-3.46374134235696,-1.94521251914543,-8.75370757294895,2.97597845964223,-5.58454776281131,-6.04940169710288,-4.60699861281931,8.65003587265573
4.50733997097759,-3.7333331490093,6.52305939153698,-8.50408553980211,-1.87933754935158,2.61059954049115,5.36351922158806,3.51249809142779,-4.28393964416185,-6.41334549727693,-8.3031633302326,6.71665651382045,-7.86141286179714,-5.19546293969813,-2.53038892120708,-5.78994403517653,0.796227672493555,0.367219358570494,6.33980007653239,2.40123431203311,8.41339035888439,-8.43609294083998,8.32921014199113,4.99366922260337,2.3963868806275,0.248620237194313,-9.11692175348611,7.27682895141712,-9.92939736863153,-3.66268280661932
-1.62227338692901,-1.46835277934802,-6.91693355305513,7.91209846696166,7.75759690661539,-7.57646275151218,3.75918108354147,-3.23035001617717,-5.78608909085949,6.47234889241137,1.18001295057102,0.814304330800067,8.13396360766362,-4.72024005035465,-2.30953388990172,-3.8050182978912,-0.486764036542574,-7.84042362495613,9.09884617069372,3.86017414980689,6.67661981299942,5.71800176883695,-9.35215663316831,-6.6588967949907,-6.128138368975,-2.37091626726533,2.16924033530073,-3.37110800560806,-1.03678587145999,-6.36503496404251
-6.28365281274236,4.9304204137317,2.85868564207012,4.21808839834368,5.50131483531623,-1.91296491994051,9.73758039766308,2.43648560873013,-3.11999969306826,5.48179848767517,7.17429179269109,1.68665192701464,6.70093630273072,-7.83473497853325,0.592295329916821,-0.348906618859986,-6.31153362915464,-5.64636386983627,-8.71611420905379,1.85531221596971,-6.19495694894119,5.70295883657886,-5.37075689810738,-5.75750485867584,8.96759898567729,5.46899567111226,-2.73543014288653,-6.14393858595645,-6.03125789887502,9.32559781873448
-2.02980069999748,1.81979637127754,-0.680569420104663,3.29982667802844,6.93431207448088,-3.35868758052031,4.10133956333623,-7.69208803789695,-0.187798687603462,0.781295240470105,-3.6152512576354,-1.10818887226723,4.52198554313223,-2.77791605869582,-6.54633854216304,3.21057437431548,-3.69627689232089,-2.99592005721121,-7.65933906273305,-10.2685328196709,-1.09657104268474,-7.80865629498721,8.47688121303254,-3.6932831181965,-0.258482351520832,-4.40649430643504,3.29578904147271,-5.78154548600167,-6.6414837295582,-1.00038308188042
