y,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,1.0762371084837,-61.4478653190529,-6.20080508585926,-5.04811147294606,1.09281350187396,-28.7368459354707,-12.5198792923749,19.4987226750329,2.15448628695923,67.883701894856,1.15724645792273,-0.309161787378077,12.3330404166761,-3.81239209812963,-0.539152815523145,9.63949582877711,14.8689614862198,30.7174233120555,-2.04335756740198,-2.11547744899584,13.2319574555681,28.1335031405672,11.9674828538457,20.6426532649162,0.968730352040056,-0.0183518722363716,-10.0560002689704,11.6593061864769,-0.729131050329468,6.39937986113849,0.527993401139426,-57.3594505898457,-1.59209412273261,-0.731112675613704,-27.3914575526432,-1.10822155965024,-3.75175232169826,16.2346229382936,-0.769352092684133,0.605597089443491,26.8540221292672,0.440654473802915,1.14276846804648,0.339095320259326,16.6414329721921,2.69088610613957,0.00780459246778021,53.7765723170927,75.5938593741703,-26.6091416763972,6.42781988352674,29.6560877801078,-6.17602550410871,38.6668094781211,3.80503444923333,15.3999326771094,-1.30872499353154,-2.37562901794653,-1.82016849576107,-13.8439501166439,-29.7852251342289,3.69149294628167,-40.2936430791732,26.4096827105426,-56.2628502784844,-6.66903315259957,-4.22735035535176,-1.3668251484145,-3.55931599034994,12.1807817445572,7.49788367902407,53.4325213876689,4.77358941645038,-134.78667973182,-4.68001210889385,1.42950578490928,-2.16934284805794,15.4079035806224,16.3138959861852,-9.17447205795504,13.1990770222799,-5.9996072932037,24.0077527490804,13.0248947140505,9.16775277628847,-57.8851049384379,-8.03787274333523,-27.9736586410977,-2.30495689462701,51.133954256122,-29.8722053781569,-6.26573382863586,-28.2098481144137,-4.49278744188904,-35.7434147049408,-0.278470780630744,-7.71390029251824,26.4161065908933,1.61023007231954,-0.61318013451574
0,0.874541709298157,-64.8161762672908,-9.83115313204496,-3.73311266604376,0.609934219232554,-13.4734550858044,-14.8709849794051,17.5181563467865,-0.0290135945706052,62.6299301378768,-3.13071243999073,-1.60157395885808,10.8655261329342,-4.07904633244889,-1.00424354156009,6.3578465198702,17.6016114940941,32.4223735772496,-2.20091318829308,-5.0535276050829,12.9860372309347,29.0956498362896,15.8205509358612,20.6781798393416,0.629875338435261,-0.574771731761155,-12.6024755999978,12.7871635531511,-0.194388332547088,5.23780561469043,0.487130543710855,-55.2119435643568,-1.83278062378375,-1.32432039089254,-17.5426652535269,-1.4773308587388,-2.8047872038929,15.3066228974945,0.899574206096729,-0.621501393156486,26.0765215084961,0.193184936488139,1.48868387963094,0.287732438879624,16.6280420468678,-3.46705854361178,-0.000862519615807218,50.0497161452632,72.828560865166,-19.7217319496334,5.37457515377488,32.8068517536047,-6.21778332019772,39.0044308836851,3.77655482474215,16.1165616202986,-3.09056160732556,-1.11930785835907,-1.80825695579705,-14.9584373133193,-28.072084157246,3.44295014365522,-40.8849785472135,26.1908840722961,-56.0761417064708,-6.7017076476636,-1.86358292537691,-1.08014815477322,-1.82865432562727,10.5829993073541,6.51962191759797,43.4988030609195,4.7542994127107,-139.318548753564,-2.23771323135428,0.836931023302056,-2.48899985943629,17.217123222648,13.8822707629782,-7.57937421152122,4.06305150354301,-8.23270318388792,22.5460207024581,15.2121160181376,10.2051614362131,-51.8048315601906,-8.56950081224106,-28.4390495224491,-1.08422533354559,39.4218832182422,-34.4434242002249,-3.55267238303468,-30.8053646507439,-5.74745323613608,-35.2668360858837,-0.0554701459026927,-6.48347648745967,30.2281024019538,2.06811733984609,-0.421731964961686
0,1.3711447847762,-70.4895755604345,-6.08955079993664,-3.74945923857336,-0.039793984241678,-12.4498648600897,-13.2212000963877,18.2103639823265,9.17548696663985,62.5560331814046,1.45669008724119,-1.07637006078864,13.1110011613218,-4.19786435187885,-1.02463395861498,11.6150651032781,12.7081956019101,30.9610474129597,-2.34964019748851,-5.21783686430888,8.85040158471196,18.4172914830906,13.9949314564175,20.2462027613169,0.934164001221412,-0.216754215846957,-12.7201868260988,14.3058025349856,-1.12484345369885,6.22869557649113,0.422753130414016,-49.7565363129449,-1.91855606486426,-0.3296041814015,-23.2110495787904,0.10928661070196,-4.01298721387571,15.0316101720401,-0.477030331040291,-0.169146150694261,29.5197200916953,-0.502095962543411,2.77779951937348,0.276130130180744,16.7443276870477,-6.93438771733958,0.0177697074566311,35.9215224569459,68.0515067488817,-14.9675731776983,8.52558916749848,30.258604991814,-6.00505799885577,36.9223771828364,3.3873411753507,18.7000764723355,-1.75816557466549,-0.8703645354797,-1.58333072191249,-13.1400326767435,-24.2450746579205,2.91870879161614,-41.0829868081793,21.9178009767169,-52.701139119488,-5.52643023811194,-3.44147340352085,-0.558548257562138,-3.07089576229329,11.1523563454224,7.85774264328858,38.4615805941114,7.34913884326182,-152.553256854951,-2.27310606068002,-0.524683665654028,-4.91376597325179,13.4245486037626,13.9109696796975,-7.6510666186705,7.35007902849278,-6.68354742038564,28.6909538546283,13.2256074696732,8.73348181217508,-50.5244843058507,-8.35602732541941,-31.4344013365625,-1.46108765969491,45.1011473945256,-31.3644305761896,-4.96838204370971,-31.6901655753692,-3.40985001099964,-34.9226111574056,-2.02469987206922,-9.69517322520104,22.3146491113833,2.39677639734774,-0.862680751458337
1,0.781536847384367,-61.0141514268372,12.8454312246147,-5.17727516557059,-0.0974135756674833,-22.2560169104861,-17.9826575848024,21.7387239222655,2.76958955835826,67.2260690084014,2.61648922498762,-1.49760678736039,9.91643172097947,-4.01459929130869,-0.520235929676557,14.0427914651248,17.3784014668952,30.3778067364411,-2.30235565421985,-3.46825125190841,6.72887125176292,32.5952905209131,12.2405968933658,20.7563787864066,0.594627340122048,0.535833890326718,-10.1207002433645,13.2939618141057,-1.13912923669847,5.95650870503321,0.430401016146752,-51.7828046261496,-0.431622253221713,1.06364094039929,-17.2884526600873,-1.41656211307172,-4.42252068006692,12.5852005316313,0.670636329313906,0.456537533563214,30.2460690395958,-0.0776600515232815,1.86933248822182,0.274736488938409,19.3823443726313,-7.32298762580769,0.0172229437672548,42.4130398185478,72.4153569777258,-34.7356275020124,10.7613733219276,32.3096280986677,-6.31664034779515,35.179641597422,3.03920386565549,17.078291974754,-3.98994931791363,-1.51748399413591,-1.69723389124896,-14.8069645253501,-25.5986269896005,3.61333425731559,-45.1079532083154,27.9745428822566,-53.8789663654626,-6.58951260555271,-2.76767816793571,-0.618553975376042,-3.9970826061655,9.84691330831623,7.53182100539518,45.7103752147202,4.96168652313786,-136.888257219176,-2.47836996630874,0.679997911987573,-3.69720456927494,16.2261507301656,16.5407827193793,-9.51507624483504,6.94804501262234,-8.53058596785004,33.4908118290435,10.6938079961915,16.3502033748534,-56.953761253173,-8.3684608343912,-28.2094614777243,-0.289721942041482,49.8676137571403,-29.3439353388796,-4.52230126662072,-21.807837764184,-4.19870218979316,-37.5126688286588,-1.96078664658527,-8.58263656124654,25.7917551683839,1.92944423121162,0.516233056491107
0,1.06239560762701,-59.1294637753704,2.5125725389319,-4.33569778368814,0.651932416724678,-36.834604525549,-13.6832239501705,18.0197580801496,14.5481058839754,76.2381766733467,4.90063779972503,-0.230527135680265,11.5751088005251,-3.92802362335339,-0.817610194913152,6.60203311257524,15.6021570485195,25.933297521343,-2.33530348246635,-4.74332828995613,14.5768816494651,24.5950231722579,15.6132937410336,21.6200462890075,0.902348368962049,-0.624376229045464,-11.989605900902,13.5735082694529,-0.419808253283659,6.16133545035683,0.42601257838338,-45.3784497125408,-1.74015176750649,-0.34814685456083,-20.2233216141191,-1.78774830662131,-4.2269517638976,13.5182716542445,-0.072432389658262,-0.0357189748260053,27.3213598677935,-0.0935037932993892,0.830592403856129,0.296452872544475,17.5432698228842,-6.44103688600083,0.0228042786838924,40.523813845792,87.0154155639916,-29.6862716973185,6.13156725724215,32.2167212044227,-6.74835759438752,36.0270142534146,3.19600878950289,16.5236131417941,-3.69977058228638,-1.01686014320644,-1.57789422310708,-13.0171400938144,-24.8068635384695,2.20198584933493,-42.3058898476522,26.4914261737709,-66.3331590237552,-5.36084558347199,-2.48572049304557,-1.29689370428452,-1.86115703108388,11.81460155476,8.80954500407809,44.7843803164135,6.40944521488322,-159.201650993873,-3.48104952964534,0.627405753694479,-1.68445455408649,19.2475494105369,12.8423941026954,-9.24009728353432,-0.49288705581374,-6.42179260627392,28.8841139682873,12.5782951377262,7.60313854565878,-54.1103226103486,-8.57015298372915,-27.3312389413826,-2.40337680268794,46.9501436221697,-27.337073590227,-3.771429732926,-23.19625217016,-4.42228333473011,-32.6577793104682,-1.86489434474171,-6.85820022659198,31.4867716009317,1.71959666493528,-0.203990683554445
0,1.41158130165227,-59.4487665895422,-2.44043141889272,-4.57831144454536,-1.53892000000057,-21.008590726091,-17.6833812972261,19.0487114019015,3.85088983106565,69.1527163633568,-0.0597624711008839,-1.30011932360733,9.72341331500373,-4.19335907500798,-0.747876193012451,5.33335878847343,15.6747940575239,33.3020240435173,-2.46206249308966,-0.432207539705069,12.2784103620595,29.0338243687387,15.1219297315481,20.2308592943562,0.464064150003232,-0.661596774146008,-11.5992054180081,14.7482306624066,-0.255889059538109,4.2548810565091,0.480757500846986,-47.7721995264877,-1.09839334578372,-1.83527172841654,-16.1168946119681,-2.01894070110241,-1.46242787164221,11.5436916478456,-0.873231247461019,-0.258504410950189,29.734979568905,0.280684909871535,1.29051461415841,0.37936121404622,17.7889387529821,-0.954857617114623,0.0225704257421691,38.1360432331744,75.6878279932192,-28.5442732976584,4.64081909174789,37.5019172174864,-6.62635664616038,42.8622217594976,3.04375691139556,18.0960307653827,-3.55597482396599,-2.78574661467823,-1.80116031525042,-13.9060655126661,-27.2978457414276,4.26249901994914,-36.3901782140847,23.4962086999811,-44.3570851658294,-7.27048833813471,-3.50533054430017,-1.08719701978208,-3.59714716075903,10.8834993601336,7.95053434379122,45.9600965818455,5.28367881378683,-139.837195194558,-4.17462299245121,0.727315276555994,-2.53760087246605,13.9975158065332,14.2199730724114,-8.20909397552054,20.4484226960749,-7.2933256228375,24.3096399171226,10.2573599833782,11.8197618910406,-56.9017837206277,-7.85687925687016,-29.2796635920877,-1.29485934986945,48.7472907953589,-31.8278207981064,-2.79760769534921,-25.590696841278,-4.51722101100085,-36.5608477966471,-0.818543216449578,-8.07775571117782,37.7854517032746,1.99275088794214,-1.40774715858985
1,1.10274250031023,-64.1625445499249,-5.83126704112687,-3.93262600512847,2.40371178540262,-20.8755050097693,-10.7412986256907,16.6699574286067,4.8332309601831,64.4455402985886,2.45231720799478,-1.60051309613065,10.8613288753706,-3.9773730551183,-1.04446563707593,14.8379412806532,16.0953112691922,32.4975066271581,-2.40292050253826,-2.82217241912525,18.5938483601563,32.2323453509362,17.1132121078183,22.2529987359531,1.12656013612936,-0.0996943362922762,-11.8679220875897,12.9706615323468,-0.133100704169557,6.42856046275803,0.442685028487887,-59.1458801490275,-0.475432107249856,-1.14779467207842,-13.1412172353955,-1.45421538869973,-4.36992669091818,13.6106503103804,1.20165054540527,0.604180024529276,28.14134836673,-0.371767866370339,1.63211187593101,0.371332198754547,19.8893146248853,-7.09420904984891,0.0129558527424045,48.7326997558708,78.0054906372641,-28.9480317097198,6.65786648541359,33.0011226643138,-6.87856568863329,40.1398684780485,3.06053189156098,17.0098867932858,0.418169017119688,-2.20102684030105,-1.58098278921635,-13.0042966099857,-24.643221348665,2.64594485511543,-34.0863132662687,24.3383077094084,-65.3274502078104,-6.22732090797377,-2.91800276702841,-0.399433962864632,-2.8595640352151,10.215702346434,6.49423686564221,38.7405938592304,3.46698012504343,-138.981895992834,-3.68139361063068,2.37088215789678,-3.76450588408915,15.9884726522944,12.2278206506417,-8.23610279126735,6.02829356697598,-4.09544394500524,23.9509960724992,14.2180003133398,12.4148685253988,-52.1647171851688,-8.80038827568553,-27.1158606559068,-1.65198366155043,45.5626720787339,-29.3700770880562,-4.10490654932716,-25.7848212474645,-3.35605363492508,-36.3240692640125,-1.575368635095,-5.79235803232879,34.7111133945637,2.00091572857494,-1.3593722309259
0,1.18703432629482,-63.7216108525135,-2.9680994940344,-3.60666740220115,2.20019226682612,-39.5709818627139,-4.94024513327557,18.982524922996,2.41329158069223,72.8228124426937,-2.54414536351576,-1.55022450530929,10.455143124553,-4.09619981708942,-0.659643053040657,9.77129044703991,16.8356807152245,30.710913075047,-2.46526790846196,-7.76543841032148,6.7443983798746,28.7073946559601,16.7838449865607,19.3550711788644,0.541138817411812,-0.25839049135357,-9.36951675922772,13.2968931849206,-0.833271396402738,5.71553104082717,0.414455228200161,-54.4070380853502,-2.24909256239102,-0.908133945013777,-11.7992465968745,-1.42815277843814,-4.15047783401414,13.6981873819892,0.420960641197761,-0.663512621640718,26.4367237687947,0.090438947707418,2.63812881012079,0.256305680793527,18.8055425145287,-14.8835647459111,0.0130492503868863,40.9181250314436,79.872666469909,-33.3149825521476,4.23598251070815,31.1141353737917,-5.75677016189726,36.7934069044586,4.21579538865453,16.1916790497044,-0.619452241991124,-2.30578647088104,-1.6546406394121,-13.4670738476662,-27.9412448465029,2.98345850854205,-41.5763062839137,24.8543293851778,-59.2964270357593,-5.12646271987046,-3.0736071053545,-1.75211022546083,-3.19627749768794,10.3632981756101,7.42679136254938,35.2001959458763,10.1594325858857,-135.398802261254,-3.556280364662,0.177417953716049,-5.96608703664017,17.3327842529658,17.4461270304975,-10.5413635630344,10.9852540453931,-7.99312494718882,25.356505682754,14.5970477522747,13.8573812501905,-47.6961985993289,-7.48321167004327,-26.5780416850388,-1.07560551540857,48.0293559000588,-32.2487352450036,-5.07995399229421,-33.3442513362113,-4.60752876574985,-35.7722121165882,-2.74376606599761,-9.35965623258685,29.2001689142425,1.34552561407248,-1.65752455906633
1,1.34766092782822,-62.871470476851,-0.0744760548581655,-3.78649894588624,1.18960781888763,-32.6566614328791,-10.7055786136628,19.7223636736452,3.63138474495856,62.3839144470529,2.27242757103294,-0.569282632456888,11.8775160523007,-3.93409111688562,-0.615904365760825,11.4249333580637,12.4336873267509,30.3401445252202,-2.22208469494408,-2.17430723218774,9.9257090297146,28.5501728204165,18.2734636400763,19.5235557811471,0.252908890147732,-0.516373331364546,-10.9346906412584,12.8359749961719,0.652540934514848,6.73137564892567,0.487274664312441,-55.4768463369644,-0.529194933556997,-0.259824314421796,-18.3859853680119,-1.3547748835039,-3.86765352061062,14.4229620288971,-0.492733476184556,-0.77939135176844,29.6736339689766,-0.0791258893628279,1.26629282470001,0.284596287204735,14.1267541827309,-4.00272307345192,0.00454217764732948,39.5646805443751,65.3490288276643,-29.5253669328833,1.39322520325259,26.488387039629,-6.53241495116129,39.7257247486042,3.92060572398167,18.9724248218802,-7.07709596231438,-0.835138959204845,-1.77885970165482,-13.8894481436823,-24.910651252452,3.82282163570952,-35.3623966182302,27.9556209038194,-60.4194922102586,-7.07631965435498,-2.36537582305175,-1.59579407409506,-3.85612531056209,10.8077438092251,7.18439967592726,47.2559939171427,9.10949163569368,-141.647077336439,-2.9043910902466,1.43184816720263,-3.43878503273368,19.1882218064744,10.3908999426203,-8.21984217698115,10.8062345676483,-8.47300631117979,18.8970336546826,14.7054870421773,10.0815104402712,-58.5513823627607,-8.72421135931902,-35.1845110629638,-1.78875409139433,43.5474127891189,-28.5908220891982,-1.88453811196429,-34.7698427444279,-4.98734912238537,-35.3753390762818,-1.54361122857528,-6.11310662954475,26.5463090518495,1.67783412112562,-0.933279145555851
1,1.1868882803234,-60.8346630908134,0.960793167143871,-4.60841831802559,1.72738463869459,-19.0618101790174,-9.96764737031654,17.873052530076,4.83303816949509,63.3470450439882,1.82353334464811,-0.518477065409757,12.0582317710843,-3.95417512851608,-0.389302760758988,7.4401466966224,17.7974325625529,30.4453491424153,-2.51967076008913,-2.62123834106481,10.5927027405205,31.7163064721825,13.9128684027518,20.0625885156926,0.265729752182955,-0.311941261873985,-13.2125552875129,13.3108794124123,-0.213140085289833,5.64721817034777,0.545987516624557,-56.2245552119187,-1.77583852218316,-0.562227439060708,-27.0941244487242,-0.921026888298916,-3.09279620236492,13.8965001879675,-0.183207260706025,0.773113044411354,28.4399288087507,-0.107208307104354,0.93692433675867,0.447545944550884,16.0003534979783,-8.9022361911247,0.0116670988867388,47.8213866298509,76.3094008958329,-30.2219601775634,5.05403429049235,34.416350981848,-6.23940083007036,38.1203415970262,3.00172883743148,18.6627986198702,-6.75775117198117,0.654929954071056,-1.58402934617008,-13.4474153443,-29.0098832641077,2.69251437051794,-37.5206836363779,26.3331955721717,-64.2183376882467,-6.60674355577867,-1.89583977248479,-1.41298644201976,-4.21898926598645,9.90761746670436,6.28130942820914,42.191749704564,7.78583269487076,-152.196366849838,-4.96929180222685,-1.10573956855878,-4.41867213617275,14.6557921533425,12.6707995170752,-7.86547391443328,4.76414329682542,-8.64041225795837,24.7788901549166,14.1188078313302,9.79127867531057,-57.1078256970635,-7.98144033667888,-33.345067990479,-2.10128325157232,43.3745583863651,-30.4736698945591,-4.1503926680282,-24.1029633546185,-6.21927373924128,-35.0047915959774,-0.290146186660927,-8.92506213187642,23.3814249593405,1.6999594852207,-1.62949140783946
