dates,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,AMDMNOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,S&P 500,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,DTCOLNVHFNM,DTCTHFNM,INVEST,VIXCLSx
1959-03-01,0.006456604223370022,0.007324840934121113,0.009404356368752698,-0.003373737487653017,0.008321199322196549,0.014299925091504573,0.006035985962871582,0.004895611732429472,0.0,0.019396784513606935,-0.004744556769354258,0.010748729441969918,0.02564316562353941,0.038640513055421266,0.014908507470380084,0.015523185616541202,0.006798532019500314,0.0250006157801681,1.0340999999999951,103.0,0.042561243000000026,0.006174632967647753,0.009112926583117797,-0.3000000000000007,-0.1999999999999993,-0.06308098240480753,-0.06293614011484383,-0.053893217441753016,-0.027908788117076533,-0.07368771579115929,-0.08328696117769141,0.00616830397979129,0.009431298339071859,-0.00014201519586443112,0.01101295963085036,0.009481864678177132,0.014154358978284876,0.0028639637714285016,0.004339938612977434,0.005256132715004469,0.0034885108443267754,0.009303769170278642,0.0041237171838623965,0.0019694738025322067,40.0,0.19999999999999973,40.4,7.3901814282264295,5.799092654460526,6.023447592961033,6.220590170099739,5.924255797414532,7.183322419851051,5.076464382076731,5.487440249532114,6.325734681981926,5.801943605056192,0.022166089760949248,0.0249732636308444,0.005133188716197168,-0.010331124999999997,-0.001443480629633065,0.0013694645636759262,0.006229923686523087,0.011948301322682653,0.005189425242225099,-0.005645623886725293,-0.0027516996226255586,-0.004383406353908548,-0.0012942776325228778,0.3578255000000041,0.025062160921924814,-0.06780858200000006,0.031069935974505025,0.36999999999999966,0.0900000000000003,0.09999999999999964,0.0,0.06999999999999984,0.03000000000000025,0.03000000000000025,-0.009999999999999787,-0.040000000000000036,0.55,0.0,0.33,0.81,1.19,1.19,1.33,2.05,0.002200068047360171,0.0,0.001209534121134448,-0.0051424570797992605,-0.003016593539425738,-0.00299850299625648,-0.0032626456348161526,0.009528880596038292,-0.010050335853501569,0.012232568435634139,-0.0006902500583763072,0.002234637801416195,0.0033725286637644736,-2.2250158533410058e-05,-0.0030075210639548544,0.005235614053944904,-0.004357305368955622,0.0,0.0,0.0,-0.00033010797947374826,0.0006756288633349428,-0.0011477635297612032,0.000292417504808018,-2.183620661522223e-05,-0.008146650775271436,0.004818828832769184,0.004929153541402442,0.0041384406044073785,-0.014792358776008818,19.290357845744694
1959-04-01,0.006510337738810712,0.0070286920681317255,-0.0036215521701032927,0.019915381453140313,0.0006157122002807824,0.021080099193941937,0.01433943156426265,0.014544655091818903,0.01565180644491715,0.006379467809413342,0.016509671658897496,0.025798310236535116,0.027244216136212085,0.02965615975969449,0.0305027224190062,0.021105521871244814,0.004057043627569978,-0.004499583521612394,1.5152999999999963,65.0,0.044026277999999974,0.003973408352138108,0.00776537400806987,-0.39999999999999947,-0.40000000000000036,0.02370581716997755,-0.15720504994769602,-0.152361647491559,-0.26160983214200595,-0.07478693562893923,-0.055002525549836534,0.005774220209513459,0.010433607091275832,0.0015610589986270185,0.023615397209187705,0.008223515864406394,0.012415634487393135,0.0022218704585768023,0.0031472002682004785,0.002938747637980299,0.004825053268939783,-0.0066870111560959344,0.003696861881326008,0.0012289543146870585,40.2,0.10000000000000009,40.5,7.371489295214277,5.616771097666572,5.968707559985366,6.284134161070802,5.961005339623274,7.183322419851051,5.076464382076731,5.487440249532114,6.325734681981926,5.801943605056192,0.010990100889950227,0.016413723206994746,0.013336544872121436,0.0,-0.0021497679364923528,-0.002093018884358422,0.0027009469728405122,0.010026125916260398,0.026983775349816774,0.027810540691538987,0.014651215772071957,0.004206743006141878,-0.0008566704988925977,0.06722209999999507,0.016599356944409394,-0.040203271999999846,0.014298930226512407,0.16000000000000014,0.06999999999999984,0.15000000000000036,0.14000000000000012,0.11000000000000032,0.1299999999999999,0.1299999999999999,0.10000000000000053,0.010000000000000675,0.46,-0.01,0.31,0.76,1.16,1.16,1.27,1.9,-4.626737919255497e-05,0.0,0.0013501032392571055,-0.006413593930535588,0.0,0.00599700599251296,0.0,0.0031494821342681334,0.010050335853501569,-0.018330148303752125,0.0013801433164921662,0.002234637801416195,-0.0034070025067394205,-0.004705891037412702,0.0030075210639548544,-0.005235614053944904,0.004338401598598107,0.0034542348680877133,0.0,0.0,0.001314577585620924,-0.0002527342656222231,0.0013118308956840963,0.0017595092824249647,-2.163354930895256e-05,0.012203451470885862,-0.004889527691011919,0.012134027050722196,0.006734295668440637,0.02492924342483338,19.290357845744694
1959-05-01,0.005796418088242383,0.006617730551305989,0.012042519233983029,0.006838835972516222,0.007803394739783087,0.014953525674305634,0.008266585297871387,0.009580224451247066,0.004766121592373995,0.020152057840285398,0.0,0.03188859627050755,0.02543047523705244,0.034049518938442436,0.008943755196592296,0.01382239104842009,0.014731665555686835,-0.019351642142239722,0.9236999999999966,66.0,0.03073801399999998,-0.0023586816973999447,-0.0010659087880764417,-0.10000000000000053,-0.20000000000000107,-0.010090902981962913,0.07326638226433335,-0.07388588976024124,-0.04512043528046927,-0.09293582174386206,0.0021849957513868645,0.004285547070445261,0.0056408150190474515,0.006783519511646574,0.0006480881626700352,0.006607953560033408,0.009102437141550013,0.0030075210639548544,0.0035178272675615574,0.004026728237695565,0.004035130275728882,0.011224165680360443,0.003274665226751239,0.0013501075999862167,40.3,0.0,40.7,7.311886164077165,5.560681631015528,5.872117789475416,6.18826412308259,5.981414211254481,7.183322419851051,5.076464382076731,5.487440249532114,6.325734681981926,5.801943605056192,-0.04303751181810611,-0.003042673203191626,0.005709503274729855,-0.010331125999999857,0.007132697857427317,0.004105607346492235,0.00518135874199821,-0.008016074988236088,-0.02153480238698613,-0.022347066167290874,0.008724929968512818,-0.0005894976260112372,0.001647345839730363,0.5674321999999989,0.014949000790516642,-0.03467728300000017,0.011409877484827025,-0.06000000000000005,0.14000000000000012,-0.11000000000000032,0.06000000000000005,0.23999999999999977,0.22999999999999954,0.1899999999999995,0.13999999999999968,0.09999999999999964,0.66,-0.06,0.43,1.06,1.45,1.41,1.47,2.06,4.626737919255497e-05,0.0,-0.0007103534306873716,-0.0006228589425907871,0.0030075210639548544,-0.00599700599251296,0.006493529310548141,-0.012658270103295344,0.0,0.012195159736235972,0.0017231279527818444,-4.982474147041671e-06,-0.003372684478639254,0.004683849312426158,0.0030075210639548544,0.002607563407080793,-1.8740454081456193e-05,-1.1890677114934078e-05,0.0,0.0,-0.0014476449908480404,0.0006574731863571159,-0.001694767446307921,-0.0018665169797182912,-2.1433700207906803e-05,-0.004089716546245237,-0.004819286435948977,0.0028283000516644563,0.002020398955041358,-0.015342230301444104,19.290357845744694
1959-06-01,0.0030682583504999528,0.0030118690318232666,0.00364206019020763,-9.68374991749954e-05,0.009064341187336566,0.001137473065217165,0.0070351474118059976,0.007125414057963297,-0.004766121592373995,0.007452916995316361,-0.0070403784715420414,0.023274748412202673,-0.006571942169038003,-0.0073485378974127435,-0.0030038360991997415,0.0011466452927031412,0.0053053897672077355,0.0,-0.1472999999999871,62.0,0.025017665000000078,0.001465674179247145,0.0023157450062285534,-0.09999999999999964,0.20000000000000107,0.028659075710831594,-0.042689408695050446,-0.0020746895408603194,0.06213178110700568,-0.048094753849334815,0.044765099495435834,0.002443324508224265,0.004325444436984682,0.00701757265864611,0.004202365971078592,0.0043168779387130485,0.005335088053190162,0.002840911001603885,0.001374450070887434,0.0017338143687251062,0.002834056509895433,0.0021054373812319227,0.002856561828185278,-0.0012272951957790212,40.2,0.0,40.6,7.315218389752975,5.537334267018537,5.8377304471659395,6.249975242259483,5.961005339623274,7.183322419851051,5.076464382076731,5.487440249532114,6.325734681981926,5.801943605056192,0.045692615668276204,0.0076206794849440485,0.009996751044583974,0.010331125999999857,-0.0035853369186291673,-0.0007314619458904659,0.004066457376468158,0.0039840690148742475,-2.890549349165994e-05,-0.0057428214731586325,0.0018852357824257204,-0.0018191954443955716,0.0022963689570580925,0.8991647,-0.008664063901338004,0.03838173400000011,-0.020283709789920223,0.4900000000000002,0.27,0.3700000000000001,0.18999999999999995,0.11000000000000032,0.15000000000000036,0.03000000000000025,0.08999999999999986,0.08000000000000007,0.44,-0.18,0.13,0.68,1.11,0.95,1.07,1.65,-0.0026174690366316256,0.0,-0.000710858391405722,-0.004162336914687342,-0.006015042127909709,0.00599700599251296,-0.006493529310548141,-4.031323383202334e-05,0.0,-0.003062676172963741,0.0003393147368777605,-4.960305158174805e-06,0.0033613477027047978,-2.1836206614889164e-05,-0.0030075210639548544,-0.002607563407080793,-0.004319661144516651,-1.1809094183856672e-05,0.0032520353863776386,0.003372684478639254,0.0023599165065166794,0.0003257730554135918,0.003333870704474773,0.001945611658455082,-0.00461894585629441,0.003991762160259427,0.004796172263492937,0.009726265255542543,0.009006691976392034,-0.012251827549356165,19.290357845744694
1959-07-01,-0.0005799841487679203,-0.0007621492978078237,-0.003386043803760952,0.012154516996025322,-0.00033017813026248177,-0.024236819405075938,0.0011677277225952132,0.008251447181298666,0.013055608131218754,0.019608712974960252,0.008209825271897397,0.002177494509355782,-0.06117592808552841,-0.10548381261871231,0.004729692365540661,-0.018455834662683746,0.013141621981628937,-0.023254592561449794,-1.788800000000009,6.0,-0.012350391000000072,0.003815319976427034,0.0024949959038575997,0.09999999999999964,-0.5999999999999996,0.04433748991615527,0.08363079907241122,-0.07995617628422114,-0.05192761093276399,-0.10171752437932557,0.019137468389592627,0.0022886924443525913,0.0034366939008467767,0.014302819675359402,-0.004202365971078592,0.004426347157014732,0.006170520255226464,0.0018894667879205684,0.001635180088118915,0.000820232445166269,0.0008410107915715059,0.0006581834375385398,0.0024420036555516944,0.0036773760489978713,39.9,-0.10000000000000009,40.3,7.344072850573066,5.602118820879701,5.916202062607435,6.278521424165844,5.918893854273146,7.183322419851051,5.076464382076731,5.487440249532114,6.325734681981926,5.801943605056192,-0.07937512457356455,-0.00799903748851527,0.007706742951688383,0.030993377000000155,-1.2539301304848038e-05,-0.002748099076982591,0.0023727149045527085,0.005907208463868496,0.016143640411138804,0.028282504012841048,-0.008698611315494098,-0.0017953757921373992,8.512166280993938e-05,1.4918992999999858,0.038912759236820804,-0.10772815699999994,0.02309991288121216,0.08000000000000007,0.1499999999999999,-0.009999999999999787,0.2999999999999998,0.3199999999999994,0.08000000000000007,0.0600000000000005,0.009999999999999787,0.040000000000000036,0.51,-0.27,0.35,0.92,1.11,0.93,1.0,1.61,-0.00044077902605499375,0.0,-0.00028448490643828706,-0.001774252931130621,-9.072475470883745e-06,-0.00599700599251296,-0.003241493924170502,-0.0032614447754815146,0.0,-0.012167387258426476,-0.0010344127619674737,-4.938283797883969e-06,-1.1260817422975578e-05,-0.004662013105811269,0.0,0.0026007817000577305,0.004301081899390269,-0.0034305350967889225,-1.0541462207136476e-05,-1.1336775934456256e-05,-0.0007921544745950193,-0.0015037121991730018,-0.001203852963892249,-1.296709231901616e-05,0.0,-0.004040150427726985,-0.004796172263492937,-0.004630642390473838,-0.0009995448981676702,0.02934127949386678,19.290357845744694
1959-08-01,-0.005653279366956809,-0.0057548904225628306,0.005997593426508185,-0.052520689814476995,0.006364206313520526,-0.03446383658485663,-0.007026908155409739,-0.0023500069458504136,0.0011812307482701456,-0.028310874440276912,0.011614792871935897,-0.008772330043943732,-0.07897476905626544,-0.12852083104427514,-0.0036919232627430354,-0.04038452970825279,0.006506609974207489,0.016335408219916303,-3.512199999999993,-85.0,-0.031856946,-0.0015623748350481748,-0.0025721010676296174,0.10000000000000053,-0.6000000000000014,0.010006337399725673,0.06113014040500797,0.0,0.032462276144660684,-0.026613648518090116,0.08688379586582862,-0.008736288530576175,-0.024885933544084082,-0.0837953164537435,-0.0006480881626700352,-0.027317189285916754,-0.04864987614710081,0.0029843735336427812,0.0003500481351927931,0.002456668357147862,0.015432463555950626,0.0032115643822141493,0.001624695727001857,0.0009783539975689592,40.0,0.10000000000000009,40.4,7.265429723253953,5.438079308923196,5.857933154483459,6.161207321695077,5.929589143389895,7.183322419851051,5.076464382076731,5.487440249532114,6.325734681981926,5.801943605056192,-0.048423428953647374,-0.0002943772788466248,0.0016437459209299732,0.030993378000000016,-0.0021243841681313214,0.0003235535292462899,0.0030564480289054785,-0.011861721466041253,-0.016114734917647144,-0.017078288942695474,-0.002805160069945245,-0.0014731949507198472,-0.00016430675968059916,2.2324316000000124,-0.005707586419364752,0.028426667000000183,-0.018620008464525384,0.029999999999999805,-0.009999999999999787,0.17999999999999972,0.050000000000000266,0.03000000000000025,-0.009999999999999787,0.02999999999999936,-0.040000000000000036,0.009999999999999787,0.47,-0.12,0.37,0.92,1.07,0.93,0.93,1.59,0.0011131726566933065,0.0,-0.0007827510539843985,-0.002824417380511368,-9.12737711145084e-06,-0.0030256116071241124,0.003241493924170502,-9.365683103368383e-05,0.0,-8.417154165218932e-05,-0.00034452474083090934,-4.916408760102797e-06,-0.003350086885281822,0.0046403795565024275,0.0,-0.005201563400115461,-1.8420107389172102e-05,0.0034188067487859186,-0.003241493924170502,-0.0033613477027047978,-0.0006566884244785243,-0.005138976250417926,0.0008700543513704417,-0.0006894969174444654,0.0,0.003944528326198959,-0.009615458699441914,-0.00047233801149815235,-0.0005021247364993542,-0.02549545290244648,19.290357845744694
1959-09-01,0.0007634587478921873,0.0,0.010000716301861168,0.014659574159047395,-0.013156997952190608,-0.0012107874071958236,-0.0047080737721181265,-0.0035375402889323837,-0.00354177958905888,-0.030418425813931727,0.005757196272972109,-0.007749349701700048,-0.0012598737126734427,-0.004003678442634495,0.001316203627038437,-0.0024290836334541765,0.020541139857439106,-0.006967393213229034,-0.4187000000000012,-33.0,-0.03135617599999996,0.0016499124033106938,-0.001141852084501238,0.2999999999999998,0.0,-0.003116238109208247,0.1358871063169813,0.0067264827609507805,0.09820970229965997,-0.07762516203053593,-0.047045692489108504,0.0017234277990993974,0.00015747618205352865,-0.02197890671877456,-0.011082251622818617,0.0034147655981975333,0.005311047005845282,0.0007838833982951599,0.0025923728891221742,-0.0011820869755645447,-0.0065306662714803565,-0.0008383910673881445,0.0024321049686122365,0.007064584801891982,40.0,-0.10000000000000009,40.4,7.3395376954076745,5.488937726156687,5.8916442118257715,6.327936783729195,5.929589143389895,7.183322419851051,5.076464382076731,5.487440249532114,6.325734681981926,5.801943605056192,0.026886713776086424,0.015007430339199601,-0.004279372268031878,-0.01033112600000008,-0.007773131257190258,-0.003045166820769829,-0.0013791746841835817,0.001970443987298509,0.0053619431413851615,0.011331535695942252,-0.006715014400598296,-0.0006095267781329738,-0.000844133674940295,1.138697900000011,-0.040366150060514805,0.13674647399999973,-0.05697607986192166,0.2599999999999998,0.6599999999999997,0.6600000000000001,0.8300000000000001,0.5800000000000001,0.33000000000000007,0.25,0.08999999999999986,0.08999999999999986,0.87,0.28,0.94,1.24,1.14,0.92,0.76,1.42,0.0024769964629505203,0.0007197797357045843,-0.0020665581358771945,-0.003042545493498486,0.01507405943271145,0.021016899189521876,0.0,0.016218079202543034,0.0,0.024530890077966827,0.0013674002850874167,-4.894678750311243e-06,0.0033389012655149486,-2.1433700208017825e-05,0.00598804184462276,0.005201563400115461,-1.826300554341742e-05,-0.0034188067487859186,0.003231020581446753,0.003350086885281822,0.0011701195467974657,0.0063491382547882225,0.0007022606458897407,8.799413851745541e-05,0.0,-0.003991771304719838,0.014434745135390892,-0.013087624420650812,-0.0066851735897586195,0.016332904816609428,19.290357845744694
1959-10-01,0.0012713899587479816,0.001169755896448521,-0.006825102327974619,0.0016196427057142415,0.007288018234868687,-0.0072911362942544855,-0.002364437344150261,-0.0047334011594366565,-0.00473788030976019,0.022900123833995867,-0.012707830209212734,-0.007809871431787574,-0.010178470283201513,-0.016176959769032884,-0.018833999411901114,-0.008541361610856946,0.0025382269463580798,-0.005846952960826268,-0.8952000000000027,-52.0,-0.02797886200000005,0.004018467035592721,0.002174567678576267,0.20000000000000018,-0.7999999999999989,0.08836293928925532,0.013245226750020933,-0.013498517670895716,-0.0293806443932203,0.0022396425935049535,0.13109044435432438,-0.0013110334692996162,-0.006688283615101653,0.0047397076728259435,-0.011537955588822868,-0.006313318352209052,-0.007920385374431405,-0.0040829202447927315,0.001656760395823298,0.00027291335170609443,0.0015515906914185251,0.001803492705580112,0.0028299998673366744,0.0031507539395345674,39.6,0.0,40.1,7.2115567333138015,5.537334267018537,5.720311776607412,6.093569770045136,5.8664680569332965,7.183322419851051,5.076464382076731,5.487440249532114,6.325734681981926,5.801943605056192,0.018725930022585047,0.012946696711100714,0.0031838419579219845,0.01033112600000008,0.0028102921834607386,-0.001685942733839596,-0.0041489736490092355,0.0,0.0,-0.005681818181818121,-0.0005588511372334182,0.0014081635794789271,0.0005359720490982767,1.1889335999999844,-0.0008768084735342185,0.014484786000000138,-0.017700201310101527,0.2200000000000002,0.10000000000000053,0.009999999999999787,-0.16999999999999993,-0.20000000000000018,-0.1800000000000006,-0.14999999999999947,0.05000000000000071,0.10000000000000053,0.75,0.07,0.55,0.82,0.74,0.55,0.59,1.3,0.0031625506800947445,0.00036011208009867346,0.0009269162873988268,-0.004106349544809811,-0.021070956115811335,-0.02696897563285683,0.0,-0.012987058621096281,0.0,-0.006237016821925234,0.001016942013014166,-0.0022099456508026805,-1.111117284047225e-05,-0.00461894585629441,-0.00598804184462276,-0.0026007817000577305,-1.8107905006559122e-05,0.003407158321614201,-0.003231020581446753,-0.003350086885281822,-0.00020153822556334688,-0.0024008191058131345,-0.00022336746810758257,0.00037546228485219046,0.0,0.003898399170009448,-0.009638572871897955,-0.0016013671592798318,-0.003006789440386015,-0.003397303281035491,19.290357845744694
1959-11-01,0.0075592396941619455,0.006669637806359319,-0.0004439793305417439,-0.03671795530470945,-0.026703931165275918,0.006078881103560363,-0.010709701406732997,-0.016745603154133093,-0.02160898542558698,-0.13155636281907324,0.01385580589548896,-0.01580514187048232,0.03887232703633137,0.06445786367399453,0.001691799200085331,0.007326986114867928,0.006317523290255256,0.03795782371576495,0.35139999999999816,64.0,0.006760339000000004,-0.004193549835614263,-0.005886868925653488,0.09999999999999964,0.1999999999999993,-0.002861232281031967,-0.06971183841779194,0.10626610775050604,0.14691618592632594,0.06495789627477233,0.11608568035589428,0.005159275688212617,0.009623296204203768,0.045326780856210114,0.0029796413370952735,0.009324383008552317,0.01342756422730318,0.0036126639464484356,0.002697256525840075,0.0018175214018203434,0.0020776284742334283,0.0017094021256500724,0.0024193560188070506,0.002296212260349151,39.6,-0.2999999999999998,39.9,7.255591274253665,5.5053315359323625,5.786897381366708,6.214608098422191,5.840641657373398,7.183322419851051,5.076464382076731,5.487440249532114,6.325734681981926,5.801943605056192,-0.05780586327682258,-0.002047125586310372,-0.0009870044777287035,0.0,0.0028404044222778424,0.002695872889776574,0.002076638570754241,0.003937012959339459,0.0,0.005649717514124353,0.0034974090044870287,-0.0010766324283566497,-0.0047702474668085415,-0.030199199999998427,0.004026968586460455,-0.0011714540000000717,-0.008481102857262002,0.020000000000000018,-0.0600000000000005,0.10000000000000053,0.009999999999999787,0.009999999999999787,0.03000000000000025,0.0,-0.010000000000000675,-0.020000000000000462,0.67,0.15,0.54,0.81,0.75,0.53,0.56,1.26,0.00034565796336827326,0.0,-0.0012836514509995123,0.0027394390748926092,0.005996896683099884,0.008959597507289807,0.003241493924170502,-4.244166923728088e-05,0.0,0.011787920312844147,-0.0034129725962399604,0.0,-0.0033277900926744763,0.004597709248629567,0.0,0.0,-0.00424629088145112,-0.003407158321614201,0.0,0.0,-0.001756119887756924,0.0015058329694648265,-0.004065552053837518,-0.0007776654415532214,0.0,-0.003944537045368679,0.004819286435948977,-0.012239614435054946,-0.004567439841144605,0.00421393474955245,19.290357845744694
1959-12-01,0.01019202254431395,0.011387740024480841,-0.001142567091417579,0.04961374637797533,-0.004643795926734029,0.05998197879630052,0.029466443270733222,0.02383732941291905,0.032240858217420953,0.120171851428724,0.003433533667763111,0.01468445012635522,0.10166657766039178,0.1684269368490181,0.024520900323927286,0.06590250802345965,0.0037714449704244757,-0.013636988729871291,5.063100000000006,-72.0,0.018993009000000005,0.006704163206739722,0.01248947866882233,-0.5,0.0,-0.05174581720996496,-0.07136675984211394,-0.06521763831137939,-0.10866630379232589,-0.021187233219444046,-0.2551509818066968,0.010017893219625762,0.016453800725994228,0.012314534468513827,0.010850016024065212,0.01768581711481154,0.029486979812675784,0.0009402915596421479,0.006438131223962529,0.004890871084390014,0.004405376403845196,0.0043874032451185485,0.0032167297540146578,0.01008896378922941,40.0,0.20000000000000018,40.3,7.3783837129967145,5.545177444479562,5.978885764901122,6.3835066348840055,5.8805329864007,7.183322419851051,5.076464382076731,5.487440249532114,6.325734681981926,5.801943605056192,0.08879461283580525,-0.00885070818903877,0.010803837256494475,-0.030993378000000016,-0.0028556127381857976,0.0003317737505659224,0.0002963109311027168,0.007781871153873965,0.02127739844728449,0.00558623754205545,0.007837661302902532,0.007658209187194398,0.014089462732936653,1.4172240999999985,0.03147563989476598,-0.08742504300000009,0.019290006134826232,-0.009999999999999787,0.20999999999999996,0.33999999999999986,0.3099999999999996,0.33000000000000007,0.2599999999999998,0.16000000000000014,0.020000000000000462,0.020000000000000462,0.89,0.5,0.86,1.15,1.02,0.7,0.59,1.29,-0.003762570370331897,0.0,-0.0015354129884372902,0.0009465216040308658,0.003025720916537189,0.003016593539425738,-0.003241493924170502,-4.300011825719707e-05,0.0,-0.02678231549204968,0.0020422062917981876,0.0,0.0,-0.004597709248629567,0.0,0.0,0.004228336109521003,0.003395589001138344,0.0032206147000422014,0.0033389012655149486,0.0005181839643051411,-0.00034536434692089557,0.0018970238756601532,-0.00048472923167253157,0.013730192811902131,-0.007797280831314479,0.01913934021069741,-0.0055392916506296075,0.005955714121306244,0.008364099895071142,19.290357845744694
